,artist,song,album,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
7131,Rooney,All Or Nothing,Eureka,12,0.538,0.687,9,-4.99,1,0.0293,0.000161,2.81e-05,0.113,0.66,132.958,235920,4
7132,Rooney,The Hunch,Eureka,12,0.39,0.83,11,-2.881,1,0.0424,0.000959,0.0,0.0997,0.669,180.331,150933,4
7133,Rooney,I Don't Wanna Lose You,Eureka,12,0.697,0.754,7,-6.426,1,0.0244,0.00582,0.000691,0.357,0.772,113.968,190773,4
7134,Rooney,Stars And Stripes,Eureka,12,0.582,0.473,0,-7.897,1,0.0433,0.0119,0.0,0.0637,0.717,114.108,240707,4
7135,Rooney,Go On,Eureka,12,0.616,0.779,7,-4.997,1,0.0286,0.00144,2.68e-05,0.0499,0.904,135.114,200600,4
7136,Rooney,You're What I'm Looking For,Eureka,12,0.705,0.656,5,-5.958,1,0.0352,0.00721,1.6e-06,0.117,0.784,120.008,217467,4
7137,Rooney,Not In My House,Eureka,12,0.639,0.536,9,-5.573,1,0.0249,0.00395,0.000183,0.148,0.542,92.128,209547,4
7138,Rooney,Don't Look At Me,Eureka,12,0.621,0.718,0,-5.532,1,0.0318,0.0133,0.000136,0.102,0.418,125.096,239120,4
7139,Rooney,Holdin' On,Eureka,17,0.588,0.764,0,-4.754,1,0.0294,0.00124,0.000146,0.0685,0.661,131.989,247253,4
7140,Rooney,I Can't Get Enough,Eureka,17,0.803,0.82,2,-4.978,1,0.0322,0.0661,6.48e-05,0.127,0.799,100.061,186013,4
7141,Rooney,Only Friend,Eureka,17,0.631,0.711,7,-5.122,0,0.0289,0.00739,5.89e-05,0.0951,0.551,120.037,231733,4
7142,Rooney,Into The Blue,Eureka,17,0.615,0.513,0,-6.419,1,0.0261,0.596,9.37e-05,0.124,0.131,124.983,213787,4
7143,Rooney,All Or Nothing,Eureka,17,0.535,0.697,9,-4.996,1,0.0292,0.000144,5.68e-05,0.112,0.642,132.943,235920,4
7144,Rooney,The Hunch,Eureka,17,0.392,0.816,11,-2.878,1,0.0395,0.000911,0.0,0.104,0.675,180.354,150933,4
7145,Rooney,I Don't Wanna Lose You,Eureka,17,0.7,0.747,7,-6.434,1,0.0243,0.00614,0.0005,0.351,0.783,113.978,190773,4
7146,Rooney,Stars And Stripes,Eureka,17,0.583,0.474,0,-7.889,1,0.0404,0.0119,0.0,0.0646,0.753,114.107,240707,4
7147,Rooney,Go On,Eureka,17,0.623,0.753,7,-5.0,1,0.0293,0.0016,3.79e-05,0.0585,0.901,135.093,200600,4
7148,Rooney,You're What I'm Looking For,Eureka,17,0.709,0.66,5,-5.928,1,0.0345,0.00644,3.05e-06,0.124,0.795,120.044,217467,4
7149,Rooney,Not In My House,Eureka,17,0.635,0.531,9,-5.566,1,0.0243,0.00493,0.000153,0.152,0.595,92.106,209547,4
7150,Rooney,Don't Look At Me,Eureka,17,0.617,0.719,0,-5.522,1,0.0319,0.0146,0.000102,0.101,0.451,125.093,239400,4
7151,Rooney,The Days Keep Going By,Eureka,17,0.644,0.628,0,-7.984,1,0.0356,0.00537,0.00888,0.231,0.399,119.974,267120,4
7152,Rooney,When Did Your Heart Go Missing - Acoustic Version,Eureka,17,0.623,0.513,7,-8.375,1,0.0304,0.141,0.0,0.111,0.858,82.012,232667,4
7153,Rooney,Calling The World,Calling The World,6,0.423,0.821,4,-4.983,1,0.0412,0.0134,0.0,0.265,0.619,169.946,182613,4
7154,Rooney,When Did Your Heart Go Missing?,Calling The World,6,0.597,0.928,9,-4.012,0,0.0468,0.0018,0.0,0.0359,0.969,175.787,211493,4
7155,Rooney,I Should've Been After You,Calling The World,6,0.592,0.834,0,-3.861,1,0.0473,0.00381,0.0,0.351,0.542,124.985,263960,4
7156,Rooney,Tell Me Soon,Calling The World,6,0.151,0.723,2,-4.043,1,0.0346,0.000125,0.000186,0.814,0.353,76.165,199880,4
7157,Rooney,Don't Come Around Again,Calling The World,6,0.445,0.927,0,-2.757,1,0.0443,0.00016,0.00737,0.718,0.398,131.096,241040,4
7158,Rooney,Are You Afraid?,Calling The World,6,0.556,0.794,4,-4.94,0,0.0459,0.012,0.0,0.144,0.363,130.951,251680,4
7159,Rooney,Love Me Or Leave Me,Calling The World,6,0.431,0.883,0,-3.987,1,0.0402,0.000253,1.2e-05,0.0778,0.398,139.024,192680,4
7160,Rooney,Paralyzed,Calling The World,6,0.483,0.894,11,-2.891,0,0.0398,2e-05,0.0,0.322,0.607,134.953,154853,4
7161,Rooney,What For,Calling The World,6,0.522,0.829,4,-4.466,1,0.0336,0.000362,0.000671,0.0883,0.428,120.028,223053,4
7162,Rooney,All In Your Head,Calling The World,6,0.454,0.706,9,-4.209,1,0.0582,0.0119,0.0,0.0399,0.49,81.014,223293,4
7163,Rooney,Believe In Me,Calling The World,6,0.544,0.885,11,-3.232,1,0.0374,0.0161,0.0,0.118,0.656,125.641,242627,4
7164,Rooney,Help Me Find My Way,Calling The World,6,0.196,0.319,2,-7.928,1,0.0301,0.633,0.0,0.0572,0.162,89.027,252493,4
7165,Rooney,Get Away,Calling The World,6,0.449,0.828,7,-2.976,1,0.0385,0.0418,0.0,0.295,0.412,119.627,171960,4
7166,Rooney,Jump In My Bed,Calling The World,6,0.591,0.786,7,-2.147,1,0.036,0.035,0.0,0.0689,0.772,122.942,199320,4
7167,Rooney,Calling The World,Calling The World,42,0.425,0.825,4,-4.967,1,0.0406,0.0127,0.0,0.174,0.628,170.15,183613,4
7168,Rooney,When Did Your Heart Go Missing?,Calling The World,42,0.598,0.93,9,-4.014,0,0.0466,0.00176,0.0,0.0353,0.97,175.795,213333,4
7169,Rooney,I Should've Been After You,Calling The World,42,0.592,0.853,0,-3.831,1,0.0463,0.00382,0.0,0.364,0.588,124.956,266120,4
7170,Rooney,Tell Me Soon,Calling The World,42,0.396,0.726,2,-4.041,1,0.0315,0.000135,0.000241,0.814,0.353,75.736,199880,4
7171,Rooney,Don't Come Around Again,Calling The World,42,0.445,0.926,0,-2.76,1,0.0441,0.000151,0.00765,0.481,0.398,131.095,242867,4
7172,Rooney,Are You Afraid?,Calling The World,42,0.565,0.787,4,-4.958,0,0.0479,0.0103,0.0,0.133,0.337,130.994,253987,4
7173,Rooney,Love Me Or Leave Me,Calling The World,42,0.437,0.883,0,-3.982,1,0.042,0.000254,1.11e-05,0.0745,0.406,139.042,194160,4
7174,Rooney,Paralyzed,Calling The World,42,0.482,0.894,11,-2.901,0,0.0397,1.92e-05,0.0,0.316,0.607,134.948,154667,4
7175,Rooney,What For,Calling The World,42,0.52,0.82,4,-4.474,1,0.0333,0.000444,0.000642,0.0879,0.456,120.012,223240,4
7176,Rooney,All In Your Head,Calling The World,42,0.413,0.703,9,-4.211,1,0.0614,0.012,0.0,0.0465,0.492,80.815,225293,4
7177,Rooney,Believe In Me,Calling The World,42,0.543,0.886,11,-3.232,1,0.0375,0.0166,0.0,0.105,0.654,125.645,244307,4
7178,Rooney,Help Me Find My Way,Calling The World,42,0.275,0.327,2,-7.912,1,0.0294,0.599,0.0,0.0588,0.198,89.468,253573,4
7179,Rooney,Get Away,Calling The World,42,0.451,0.83,4,-2.957,0,0.0392,0.0352,0.0,0.282,0.393,119.594,172013,4
7180,Rooney,Calling The World,Calling The World,5,0.426,0.823,4,-4.966,1,0.0417,0.0128,0.0,0.172,0.627,169.934,183613,4
7181,Rooney,When Did Your Heart Go Missing?,Calling The World,5,0.597,0.93,9,-4.014,0,0.0466,0.00176,0.0,0.0354,0.97,175.783,213333,4
7182,Rooney,I Should've Been After You,Calling The World,5,0.604,0.85,0,-3.818,1,0.0426,0.00371,0.0,0.365,0.587,124.919,266120,4
7183,Rooney,Tell Me Soon,Calling The World,5,0.388,0.726,9,-4.044,1,0.0316,0.000128,0.00022,0.814,0.36,75.747,199880,4
7184,Rooney,Don't Come Around Again,Calling The World,5,0.445,0.927,0,-2.764,1,0.0441,0.000148,0.00757,0.47,0.399,131.101,242867,4
7185,Rooney,Are You Afraid?,Calling The World,5,0.566,0.788,4,-4.951,0,0.0482,0.0103,0.0,0.137,0.322,130.981,253987,4
7186,Rooney,Love Me Or Leave Me,Calling The World,5,0.431,0.882,0,-3.975,1,0.0397,0.000235,1e-05,0.0747,0.423,139.037,194160,4
7187,Rooney,Paralyzed,Calling The World,5,0.482,0.896,11,-2.896,0,0.04,2.05e-05,0.0,0.315,0.588,134.944,154667,4
7188,Rooney,What For,Calling The World,5,0.52,0.821,4,-4.474,1,0.0335,0.000448,0.000631,0.0879,0.462,120.015,223240,4
7189,Rooney,All In Your Head,Calling The World,5,0.543,0.702,9,-4.185,1,0.0467,0.0121,0.0,0.0481,0.514,81.082,225293,4
7190,Rooney,Believe In Me,Calling The World,5,0.544,0.886,11,-3.231,1,0.0374,0.0164,0.0,0.105,0.654,125.639,244307,4
7191,Rooney,Help Me Find My Way,Calling The World,5,0.317,0.328,2,-7.917,1,0.0289,0.604,0.0,0.0588,0.186,89.221,253587,4
7192,Rooney,Sleep Song,Calling The World,5,0.229,0.46,6,-2.912,1,0.0343,0.000364,2.85e-05,0.0812,0.268,147.311,262787,4
7193,Rooney,Calling The World,Calling The World,26,0.423,0.821,4,-4.983,1,0.0412,0.0134,0.0,0.265,0.619,169.946,182613,4
7194,Rooney,When Did Your Heart Go Missing?,Calling The World,26,0.597,0.928,9,-4.012,0,0.0468,0.0018,0.0,0.0359,0.969,175.787,211493,4
7195,Rooney,I Should've Been After You,Calling The World,26,0.592,0.834,0,-3.861,1,0.0473,0.00381,0.0,0.351,0.542,124.985,263960,4
7196,Rooney,Tell Me Soon,Calling The World,26,0.151,0.723,2,-4.043,1,0.0346,0.000125,0.000186,0.814,0.353,76.165,199880,4
7197,Rooney,Don't Come Around Again,Calling The World,26,0.445,0.927,0,-2.757,1,0.0443,0.00016,0.00737,0.718,0.398,131.096,241040,4
7198,Rooney,Are You Afraid?,Calling The World,26,0.556,0.794,4,-4.94,0,0.0459,0.012,0.0,0.144,0.363,130.951,251680,4
7199,Rooney,Love Me Or Leave Me,Calling The World,26,0.431,0.883,0,-3.987,1,0.0402,0.000253,1.2e-05,0.0778,0.398,139.024,192680,4
7200,Rooney,Paralyzed,Calling The World,26,0.483,0.894,11,-2.891,0,0.0398,2e-05,0.0,0.322,0.607,134.953,154853,4
7201,Rooney,What For,Calling The World,26,0.522,0.829,4,-4.466,1,0.0336,0.000362,0.000671,0.0883,0.428,120.028,223053,4
7202,Rooney,All In Your Head,Calling The World,26,0.454,0.706,9,-4.209,1,0.0582,0.0119,0.0,0.0399,0.49,81.014,223293,4
7203,Rooney,Believe In Me,Calling The World,26,0.544,0.885,11,-3.232,1,0.0374,0.0161,0.0,0.118,0.656,125.641,242627,4
7204,Rooney,Help Me Find My Way,Calling The World,26,0.196,0.319,2,-7.928,1,0.0301,0.633,0.0,0.0572,0.162,89.08,252493,4
7205,Rooney,Get Away,Calling The World,26,0.449,0.828,7,-2.976,1,0.0385,0.0418,0.0,0.295,0.412,119.627,171960,4
7206,Rooney,Calling The World,Calling The World,24,0.425,0.825,4,-4.967,1,0.0406,0.0127,0.0,0.174,0.628,170.15,183613,4
7207,Rooney,When Did Your Heart Go Missing?,Calling The World,24,0.598,0.93,9,-4.014,0,0.0466,0.00176,0.0,0.0353,0.97,175.795,213333,4
7208,Rooney,I Should've Been After You,Calling The World,24,0.592,0.853,0,-3.831,1,0.0463,0.00382,0.0,0.364,0.588,124.956,266120,4
7209,Rooney,Tell Me Soon,Calling The World,24,0.396,0.726,2,-4.041,1,0.0315,0.000135,0.000241,0.814,0.353,75.736,199880,4
7210,Rooney,Don't Come Around Again,Calling The World,24,0.445,0.926,0,-2.76,1,0.0441,0.000151,0.00765,0.481,0.398,131.095,242867,4
7211,Rooney,Are You Afraid?,Calling The World,24,0.565,0.787,4,-4.958,0,0.0479,0.0103,0.0,0.133,0.337,130.994,253987,4
7212,Rooney,Love Me Or Leave Me,Calling The World,24,0.437,0.883,0,-3.982,1,0.042,0.000254,1.11e-05,0.0745,0.406,139.042,194160,4
7213,Rooney,Paralyzed,Calling The World,24,0.482,0.894,11,-2.901,0,0.0397,1.92e-05,0.0,0.316,0.607,134.948,154667,4
7214,Rooney,What For,Calling The World,24,0.52,0.82,4,-4.474,1,0.0333,0.000444,0.000642,0.0879,0.456,120.012,223240,4
7215,Rooney,All In Your Head,Calling The World,24,0.413,0.703,9,-4.211,1,0.0614,0.012,0.0,0.0465,0.492,80.815,225293,4
7216,Rooney,Believe In Me,Calling The World,24,0.543,0.886,11,-3.232,1,0.0375,0.0166,0.0,0.105,0.654,125.645,244307,4
7217,Rooney,Help Me Find My Way,Calling The World,24,0.207,0.327,2,-7.912,1,0.0297,0.599,0.0,0.0588,0.196,88.706,253573,4
7218,Rooney,Calling The World,Calling The World,46,0.425,0.825,4,-4.967,1,0.0406,0.0127,0.0,0.174,0.628,170.15,183613,4
7219,Rooney,When Did Your Heart Go Missing?,Calling The World,46,0.598,0.93,9,-4.014,0,0.0466,0.00176,0.0,0.0353,0.97,175.795,213333,4
7220,Rooney,I Should've Been After You,Calling The World,46,0.592,0.853,0,-3.831,1,0.0463,0.00382,0.0,0.364,0.588,124.956,266120,4
7221,Rooney,Tell Me Soon,Calling The World,46,0.396,0.726,2,-4.041,1,0.0315,0.000135,0.000241,0.814,0.353,75.736,199880,4
7222,Rooney,Don't Come Around Again,Calling The World,46,0.445,0.926,0,-2.76,1,0.0441,0.000151,0.00765,0.481,0.398,131.095,242867,4
7223,Rooney,Are You Afraid?,Calling The World,46,0.565,0.787,4,-4.958,0,0.0479,0.0103,0.0,0.133,0.337,130.994,253987,4
7224,Rooney,Love Me Or Leave Me,Calling The World,46,0.437,0.883,0,-3.982,1,0.042,0.000254,1.11e-05,0.0745,0.406,139.042,194160,4
7225,Rooney,Paralyzed,Calling The World,46,0.482,0.894,11,-2.901,0,0.0397,1.92e-05,0.0,0.316,0.607,134.948,154667,4
7226,Rooney,What For,Calling The World,46,0.52,0.82,4,-4.474,1,0.0333,0.000444,0.000642,0.0879,0.456,120.012,223240,4
7227,Rooney,All In Your Head,Calling The World,46,0.413,0.703,9,-4.211,1,0.0614,0.012,0.0,0.0465,0.492,80.815,225293,4
7228,Rooney,Believe In Me,Calling The World,46,0.543,0.886,11,-3.232,1,0.0375,0.0166,0.0,0.105,0.654,125.645,244307,4
7229,Rooney,Help Me Find My Way,Calling The World,46,0.207,0.327,2,-7.912,1,0.0297,0.599,0.0,0.0588,0.196,88.706,253573,4
7230,Rooney,Calling The World,Calling The World,1,0.423,0.821,4,-4.983,1,0.0412,0.0134,0.0,0.265,0.619,169.946,182613,4
7231,Rooney,When Did Your Heart Go Missing?,Calling The World,1,0.597,0.928,9,-4.012,0,0.0468,0.0018,0.0,0.0359,0.969,175.787,211493,4
7232,Rooney,I Should've Been After You,Calling The World,1,0.592,0.834,0,-3.861,1,0.0473,0.00381,0.0,0.351,0.542,124.985,263960,4
7233,Rooney,Tell Me Soon,Calling The World,1,0.151,0.723,2,-4.043,1,0.0346,0.000125,0.000186,0.814,0.353,76.165,199880,4
7234,Rooney,Don't Come Around Again,Calling The World,1,0.445,0.927,0,-2.757,1,0.0443,0.00016,0.00737,0.718,0.398,131.096,241040,4
7235,Rooney,Are You Afraid?,Calling The World,1,0.556,0.794,4,-4.94,0,0.0459,0.012,0.0,0.144,0.363,130.951,251680,4
7236,Rooney,Love Me Or Leave Me,Calling The World,1,0.431,0.883,0,-3.987,1,0.0402,0.000253,1.2e-05,0.0778,0.398,139.024,192680,4
7237,Rooney,Paralyzed,Calling The World,1,0.483,0.894,11,-2.891,0,0.0398,2e-05,0.0,0.322,0.607,134.953,154853,4
7238,Rooney,What For,Calling The World,1,0.522,0.829,4,-4.466,1,0.0336,0.000362,0.000671,0.0883,0.428,120.028,223053,4
7239,Rooney,All In Your Head,Calling The World,1,0.454,0.706,9,-4.209,1,0.0582,0.0119,0.0,0.0399,0.49,81.014,223293,4
7240,Rooney,Believe In Me,Calling The World,1,0.544,0.885,11,-3.232,1,0.0374,0.0161,0.0,0.118,0.656,125.641,242627,4
7241,Rooney,Help Me Find My Way,Calling The World,1,0.196,0.319,2,-7.928,1,0.0301,0.633,0.0,0.0572,0.162,89.027,252493,4
7242,Rooney,Get Away,Calling The World,1,0.449,0.828,7,-2.976,1,0.0385,0.0418,0.0,0.295,0.412,119.627,171960,4
7243,Rooney,Jump In My Bed,Calling The World,1,0.591,0.786,7,-2.147,1,0.036,0.035,0.0,0.0689,0.772,122.942,199320,4
7244,Rooney,Calling The World,Calling The World,0,0.425,0.822,4,-4.949,1,0.0417,0.0125,0.0,0.172,0.626,169.944,183613,4
7245,Rooney,When Did Your Heart Go Missing?,Calling The World,0,0.598,0.928,9,-4.014,0,0.0472,0.00177,0.0,0.0352,0.969,175.78,213333,4
7246,Rooney,I Should've Been After You,Calling The World,0,0.591,0.85,0,-3.818,1,0.0455,0.00381,0.0,0.364,0.588,124.957,266120,4
7247,Rooney,Tell Me Soon,Calling The World,0,0.388,0.725,9,-4.041,1,0.0316,0.000134,0.000148,0.815,0.366,75.745,199880,4
7248,Rooney,Don't Come Around Again,Calling The World,0,0.445,0.926,0,-2.76,1,0.0441,0.000151,0.00716,0.473,0.4,131.098,242867,4
7249,Rooney,Are You Afraid?,Calling The World,0,0.565,0.788,4,-4.95,0,0.0479,0.0103,0.0,0.139,0.338,130.914,253987,4
7250,Rooney,Love Me Or Leave Me,Calling The World,0,0.431,0.882,0,-3.972,1,0.0399,0.000259,1.54e-05,0.0738,0.429,139.02,194160,4
7251,Rooney,Paralyzed,Calling The World,0,0.482,0.895,11,-2.902,0,0.0398,1.93e-05,0.0,0.316,0.594,134.944,154667,4
7252,Rooney,What For,Calling The World,0,0.521,0.818,4,-4.475,1,0.0334,0.000448,0.000531,0.0879,0.464,120.026,223240,4
7253,Rooney,All In Your Head,Calling The World,0,0.542,0.703,9,-4.189,1,0.047,0.012,0.0,0.048,0.502,80.985,225293,4
7254,Rooney,Believe In Me,Calling The World,0,0.543,0.884,11,-3.23,1,0.0375,0.0169,0.0,0.105,0.651,125.645,244307,4
7255,Rooney,Help Me Find My Way,Calling The World,0,0.292,0.326,2,-7.912,1,0.0292,0.609,0.0,0.059,0.189,88.569,253627,4
7256,Rooney,Get Away,Calling The World,0,0.423,0.818,2,-2.959,1,0.0425,0.0371,0.0,0.304,0.415,119.47,171693,4
7257,Rooney,Forever Young,Calling The World,0,0.552,0.784,9,-5.916,1,0.0438,0.379,0.0,0.294,0.732,152.253,168467,4
7258,Rooney,Calling The World,Calling The World [Fnac Bonus Version (France)],0,0.425,0.823,4,-4.967,1,0.0418,0.0129,0.0,0.174,0.629,169.942,183613,4
7259,Rooney,When Did Your Heart Go Missing?,Calling The World [Fnac Bonus Version (France)],0,0.596,0.929,9,-4.014,0,0.0471,0.00174,0.0,0.0356,0.971,175.781,213333,4
7260,Rooney,I Should've Been After You,Calling The World [Fnac Bonus Version (France)],0,0.601,0.853,0,-3.818,1,0.0448,0.00381,0.0,0.365,0.587,124.92,266120,4
7261,Rooney,Tell Me Soon,Calling The World [Fnac Bonus Version (France)],0,0.388,0.73,9,-4.043,1,0.0317,0.000142,0.000227,0.814,0.347,75.741,199880,4
7262,Rooney,Don't Come Around Again,Calling The World [Fnac Bonus Version (France)],0,0.444,0.927,0,-2.76,1,0.0441,0.000151,0.00768,0.486,0.401,131.102,242867,4
7263,Rooney,Are You Afraid?,Calling The World [Fnac Bonus Version (France)],0,0.567,0.788,4,-4.957,0,0.0474,0.0101,0.0,0.139,0.321,130.95,253987,4
7264,Rooney,Love Me Or Leave Me,Calling The World [Fnac Bonus Version (France)],0,0.43,0.884,0,-3.978,1,0.04,0.000268,8.91e-06,0.0734,0.425,139.03,194160,4
7265,Rooney,Paralyzed,Calling The World [Fnac Bonus Version (France)],0,0.48,0.895,11,-2.895,0,0.0397,1.92e-05,0.0,0.316,0.605,134.94,154667,4
7266,Rooney,What For,Calling The World [Fnac Bonus Version (France)],0,0.521,0.821,4,-4.474,1,0.0335,0.000448,0.0007,0.0879,0.463,120.014,223240,4
7267,Rooney,All In Your Head,Calling The World [Fnac Bonus Version (France)],0,0.54,0.706,9,-4.165,1,0.0471,0.0117,0.0,0.0497,0.514,81.022,225293,4
7268,Rooney,Believe In Me,Calling The World [Fnac Bonus Version (France)],0,0.543,0.886,11,-3.231,1,0.0376,0.0162,0.0,0.105,0.653,125.644,244307,4
7269,Rooney,Help Me Find My Way,Calling The World [Fnac Bonus Version (France)],0,0.192,0.328,2,-7.912,1,0.0298,0.602,0.0,0.0588,0.19,87.819,253627,4
7270,Rooney,Get Away,Calling The World [Fnac Bonus Version (France)],0,0.421,0.818,2,-2.959,1,0.0425,0.0376,0.0,0.305,0.413,119.463,171813,4
7271,Rooney,Sleep Song,Calling The World [Fnac Bonus Version (France)],0,0.325,0.465,6,-2.949,1,0.0325,0.000376,3.46e-05,0.0795,0.258,73.372,262787,4
7272,Rooney,Blueside,Rooney,11,0.4,0.916,11,-2.605,1,0.0394,0.0271,3.33e-06,0.398,0.42,140.206,196640,4
7273,Rooney,Stay Away,Rooney,11,0.474,0.886,1,-2.899,1,0.0469,0.0102,2.74e-06,0.16,0.458,133.077,211613,4
7274,Rooney,If It Were Up To Me,Rooney,11,0.497,0.817,8,-2.435,1,0.034,0.00634,0.0,0.034,0.749,135.269,179067,3
7275,Rooney,I'm A Terrible Person,Rooney,11,0.546,0.892,10,-3.175,1,0.093,0.164,0.0,0.109,0.53,137.222,165267,4
7276,Rooney,Popstars,Rooney,11,0.455,0.868,8,-4.205,1,0.0586,0.0346,0.0,0.184,0.173,150.152,246267,4
7277,Rooney,I'm Shakin',Rooney,11,0.512,0.871,8,-2.831,1,0.0456,0.00334,0.00015,0.11,0.513,138.394,212867,4
7278,Rooney,Daisy Duke,Rooney,11,0.409,0.837,6,-3.124,0,0.0648,0.0492,0.0,0.113,0.616,206.368,227053,4
7279,Rooney,Sorry Sorry,Rooney,11,0.512,0.963,11,-2.671,1,0.059,0.0166,1.23e-06,0.433,0.772,157.254,184307,4
7280,Rooney,That Girl Has Love,Rooney,11,0.498,0.875,6,-2.998,1,0.052,0.157,0.0,0.111,0.313,124.762,209507,3
7281,Rooney,Simply Because,Rooney,11,0.508,0.931,10,-3.394,1,0.0498,0.00659,1.24e-05,0.0878,0.493,140.227,243800,4
